Coronary Heart Disease,Current Asthma,Diabetes,Mental Health,Obesity,Sleep <7 hours,TractFIPS
4.7,7.3,11.3,10.2,37.8,32.0,48061012612
5.0,9.2,12.5,14.1,33.8,44.0,12011110323
7.0,10.0,15.9,18.8,47.1,38.4,48061012609
6.6,9.0,15.7,15.5,45.8,36.3,48061012507
5.3,8.9,13.0,13.2,32.9,43.5,12011110402
5.4,9.1,13.0,13.7,33.3,43.3,12011110502
3.3,6.7,8.6,10.0,25.4,37.0,12011110325
6.3,10.0,14.3,17.7,37.0,45.4,12011100801
12.5,8.9,20.1,12.9,42.6,32.4,48061012508
3.5,6.6,8.8,9.4,25.0,36.6,12011110343
5.8,9.2,13.4,15.3,33.2,43.2,12011110501
2.8,7.3,7.5,11.2,27.2,39.4,12011110342
4.4,8.0,11.1,11.0,29.0,40.9,12011110319
4.2,9.2,11.2,14.4,33.7,44.5,12011110320
5.4,8.6,12.3,13.6,31.6,41.8,12011110403
5.7,8.9,13.4,14.7,33.5,43.0,12011110404
5.4,8.6,12.2,14.2,31.7,41.6,12011091500
5.0,8.9,11.9,15.1,33.4,42.8,12011110404
4.4,8.0,10.8,12.3,40.4,34.3,48061014400
8.9,6.9,12.3,10.0,23.7,31.6,12011090101
6.6,7.9,13.2,11.7,28.9,39.0,12011110341
16.6,6.7,21.1,8.1,22.5,28.2,12011110334
5.1,6.6,9.4,9.4,23.7,33.9,12011110332
10.5,7.5,15.6,11.7,27.5,34.7,12011091600
3.7,6.6,8.6,9.7,24.4,35.7,12011110330
3.8,6.4,8.7,9.7,24.5,35.5,12011110324
19.5,7.1,25.7,9.9,26.5,30.4,12011110335
3.0,7.0,7.2,11.0,25.3,38.1,12011110336
4.1,6.7,9.1,10.2,25.2,36.1,12011110326
6.0,8.4,13.0,14.1,31.0,40.6,12011091400
3.4,7.9,8.6,12.7,28.7,40.5,12011110337
8.3,7.6,13.8,11.1,26.8,36.3,12011110340
5.9,7.6,11.1,12.5,27.4,37.2,12011110100
5.8,8.7,12.5,14.8,32.2,41.4,12011091801
6.8,8.8,13.8,14.9,32.5,41.3,12011091802
6.2,7.6,10.2,13.0,26.8,36.1,12011091901
5.8,6.7,9.0,10.0,23.3,32.4,12011092000
6.3,7.8,11.2,15.0,30.7,39.5,12011091902
7.0,8.3,12.9,14.7,31.3,39.6,12011091701
5.6,7.3,9.7,12.0,26.0,36.6,12011091702
4.3,7.4,9.4,11.6,26.6,37.5,12011110338
5.8,7.6,11.5,13.4,28.4,38.0,12011091202
5.1,7.2,10.1,11.9,26.5,36.8,12011110312
6.5,7.4,10.3,11.4,24.6,34.7,12011091000
6.4,8.1,12.3,14.7,31.5,39.6,12011090403
6.4,7.1,10.8,10.4,24.1,33.8,12011110309
5.4,7.5,10.5,12.0,26.7,36.8,12011110311
8.6,8.4,14.7,15.7,32.7,39.6,12011090301
4.9,7.4,10.4,12.9,28.2,37.9,12011110313
3.7,6.6,8.8,10.1,24.6,36.2,12011110333
5.8,8.3,12.0,15.9,31.3,40.8,12011091100
5.6,7.4,10.8,12.7,27.1,37.6,12011091300
9.1,7.2,14.0,10.4,25.3,33.2,12011110339
3.8,6.8,8.3,10.5,24.3,36.1,12011110328
4.7,6.7,9.3,10.2,24.2,34.4,12011110303
4.7,7.1,9.8,11.6,26.4,36.2,12011110301
3.9,6.9,8.7,10.5,25.0,35.7,12011110302
3.5,6.5,7.9,9.7,23.6,35.1,12011110327
6.1,7.5,12.0,13.5,28.7,37.9,12011091201
4.4,6.8,9.4,10.4,24.8,35.6,12011110331
7.2,7.4,11.0,11.9,25.0,34.6,12011090900
6.3,7.6,11.1,13.0,28.1,37.5,12011090401
6.2,6.9,9.1,9.7,22.6,31.7,12011090200
6.0,7.1,10.4,11.2,25.4,34.3,12011110307
6.6,8.2,12.5,15.2,31.7,39.7,12011090404
8.1,8.1,12.9,15.0,30.3,38.4,12011090302
5.4,7.2,10.1,11.6,25.8,36.0,12011110308
5.1,7.4,10.5,11.8,26.4,37.8,12011090700
5.0,7.0,9.8,11.7,26.1,36.1,12011090700
7.1,7.9,12.3,13.8,28.0,36.9,12011090801
8.9,7.1,12.4,11.3,25.0,33.5,12011090802
4.2,6.7,8.5,9.9,22.8,33.8,12011110327
6.2,7.5,12.1,13.1,27.8,37.1,12011090601
8.2,7.6,13.5,13.1,28.1,36.3,12011090602
7.0,7.9,12.0,15.0,29.6,38.1,12011090504
7.3,6.5,9.5,8.4,20.2,28.9,12011090503
6.1,7.1,9.2,10.6,23.2,32.9,12011090502
7.7,10.6,17.8,18.5,39.5,45.9,12011080500
4.4,7.7,9.8,13.8,28.3,38.7,12011070502
6.1,6.8,12.2,9.1,34.8,30.0,48061012506
3.2,8.2,7.7,12.8,26.0,37.9,12011070314
4.8,6.9,8.9,10.5,23.2,34.1,12011070315
5.7,8.9,14.0,14.8,44.9,36.1,48061012401
4.7,6.7,8.5,10.0,22.5,33.3,12011070316
7.6,8.1,12.0,14.4,29.3,36.5,12011080402
5.7,7.0,8.9,10.3,22.3,32.6,12011070402
8.0,10.1,17.8,18.2,48.4,38.1,48061012505
5.3,7.4,9.0,12.8,25.4,36.2,12011070602
5.7,7.8,10.1,14.5,27.9,38.1,12011080403
6.4,7.7,10.4,13.3,26.5,36.3,12011070102
6.1,7.2,9.8,11.5,24.5,34.1,12011080406
6.0,7.1,9.5,11.2,24.3,34.1,12011070401
8.1,6.7,11.4,9.9,24.2,31.8,12011090102
4.7,7.7,8.8,13.9,26.2,37.3,12011070601
4.8,6.8,7.8,9.8,22.0,32.3,12011070209
6.2,7.9,11.0,14.8,28.4,37.8,12011070101
4.8,7.4,8.1,12.0,23.3,34.7,12011070211
4.2,6.7,8.1,9.8,22.8,33.7,12011070306
3.1,7.7,6.1,14.7,26.5,39.1,12011110600
3.3,7.6,6.2,13.6,22.7,36.2,12011070204
5.3,7.1,9.1,11.0,23.9,34.3,12011070208
5.0,7.0,8.5,10.9,23.4,34.0,12011070205
5.6,7.6,9.6,13.9,27.3,37.2,12011110600
6.3,6.8,9.3,9.9,23.0,32.0,12011043001
7.0,8.5,12.5,17.7,32.5,40.9,12011043302
8.8,7.4,12.7,11.7,25.3,33.7,12011070210
5.8,7.2,8.9,11.8,24.6,34.6,12011043301
8.3,6.9,11.1,10.5,23.2,32.5,12011070207
6.6,7.4,10.7,12.7,26.4,35.9,12011043100
9.5,8.2,14.8,15.7,30.9,38.9,12011042302
6.3,8.2,12.1,15.4,30.9,39.8,12011043002
9.7,6.3,11.6,7.8,20.2,27.9,12011042200
5.6,7.9,10.1,14.7,27.9,37.5,12011070305
6.9,8.3,12.9,16.7,32.5,39.6,12011061100
6.0,6.9,9.4,9.7,22.6,32.2,12011061001
6.7,7.1,9.5,11.2,23.8,33.2,12011042301
6.0,8.8,13.8,15.7,35.8,35.5,48215021303
6.7,8.5,12.1,14.8,31.1,39.7,12011042700
4.6,8.6,11.2,15.2,43.2,35.8,48061012200
4.1,7.2,7.7,11.5,23.9,35.1,12011070304
4.3,7.2,8.3,11.4,24.0,35.0,12011070304
4.8,6.9,8.2,10.3,23.0,33.6,12011061002
5.9,7.2,10.0,11.6,25.6,36.0,12011060801
5.4,6.7,8.0,9.3,22.2,31.2,12011042400
6.6,10.0,15.8,15.2,36.3,45.6,12011042900
7.7,10.1,17.1,17.7,37.9,45.3,12011042800
6.0,7.1,9.5,10.2,23.1,33.5,12011060900
5.9,7.5,9.7,12.2,26.1,35.9,12011042600
4.3,6.8,8.6,11.3,24.8,35.2,12011070310
3.6,9.0,8.0,16.4,29.8,43.3,12011042900
6.9,6.4,9.3,8.5,21.1,29.7,12011042000
4.5,6.5,6.8,9.5,21.4,31.9,12011041900
3.6,6.9,6.3,11.6,24.0,35.9,12011042500
7.4,6.2,12.8,8.8,24.3,31.4,12011070321
4.5,7.1,8.2,11.2,24.5,35.1,12011060122
8.6,6.4,11.1,9.5,22.8,31.1,12011042100
5.4,7.3,9.4,10.9,24.2,35.2,12011060606
6.1,11.1,15.1,18.3,38.1,47.4,12011041600
5.2,7.1,8.3,10.5,23.0,33.8,12011060608
4.5,7.4,8.3,12.0,25.1,36.0,12011060603
3.5,7.3,7.1,11.9,24.8,36.8,12011060605
6.1,7.5,10.6,10.9,25.8,36.0,12011060700
8.5,10.5,19.9,15.5,38.4,46.1,12011041300
2.5,6.7,5.9,11.2,24.4,36.3,12011060122
8.8,11.6,20.6,19.9,42.8,49.6,12011041400
6.6,9.8,15.0,15.8,35.5,44.8,12011060802
4.2,6.4,6.7,9.6,22.2,32.4,12011041801
5.8,6.9,9.4,9.8,23.4,33.1,12011060607
6.0,6.8,8.8,10.6,23.4,33.2,12011041802
8.6,12.7,20.5,22.3,44.0,50.9,12011041500
4.1,7.2,7.6,11.0,23.9,35.2,12011060609
6.3,9.3,14.6,17.3,38.0,36.7,48215021302
5.1,7.3,9.1,10.9,23.9,34.8,12011060121
7.7,10.8,17.1,20.1,40.3,48.0,12011041700
9.7,11.2,22.0,17.3,41.1,48.1,12011041100
3.8,6.9,7.8,10.8,24.2,36.1,12011060120
9.9,7.3,13.0,10.7,23.6,33.2,12011060505
5.4,7.0,9.1,10.1,23.5,33.0,12011060504
6.9,10.7,16.4,17.8,38.6,47.2,12011060203
6.0,8.2,11.0,13.1,27.9,38.5,12011060501
4.5,7.0,8.2,10.6,23.8,34.7,12011060503
8.2,11.3,19.5,18.7,41.5,48.7,12011041200
6.4,11.6,16.6,19.9,41.3,49.5,12011060304
5.9,7.2,9.3,12.1,25.9,36.2,12011040702
8.0,10.3,17.3,15.9,36.7,45.4,12011060403
8.7,11.0,19.9,18.3,40.7,47.8,12011040902
8.3,10.9,19.3,16.7,39.2,47.2,12011041000
7.3,6.7,10.0,9.8,23.0,31.5,12011040601
9.5,10.1,19.9,15.4,37.4,44.5,12011060401
5.5,7.8,10.7,13.7,31.0,40.0,12011040802
8.2,10.0,16.4,18.4,38.1,45.8,12011040801
5.2,6.7,8.2,10.7,24.2,34.5,12011040701
8.8,11.1,19.9,17.7,39.6,47.2,12011040901
6.9,11.0,18.5,17.0,40.5,48.6,12011050308
5.9,9.1,13.4,14.3,33.5,43.6,12011060209
7.7,6.6,10.3,9.2,22.3,30.6,12011040502
6.3,11.1,15.4,18.9,40.2,48.4,12011060302
5.5,8.0,10.9,13.5,28.8,39.5,12011060212
7.3,10.4,17.8,15.5,38.0,46.4,12011050800
4.7,7.3,9.0,11.6,25.6,36.6,12011060210
6.0,6.7,8.9,10.1,23.0,32.5,12011040602
6.0,11.0,15.7,18.0,39.5,48.6,12011060402
8.7,8.0,15.5,12.9,29.5,37.8,12011060206
6.1,11.4,14.0,19.8,39.3,48.6,12011060303
10.1,7.9,17.2,11.4,28.4,35.9,12011060207
5.1,9.6,12.5,15.2,34.1,44.9,12011060208
15.4,7.4,18.6,10.3,23.9,31.0,12011060211
5.8,8.2,13.4,13.6,33.7,33.8,48215020503
13.7,7.2,18.6,10.1,25.4,31.6,12011060213
4.8,7.5,9.4,12.2,26.2,36.9,12011060119
4.4,9.4,11.0,14.3,33.5,44.2,12011060305
4.4,8.3,11.0,14.3,33.7,35.9,48215020503
4.6,8.3,10.3,13.7,30.5,41.1,12011060125
11.7,8.2,17.9,12.5,30.5,36.6,12011060306
8.0,7.6,13.0,11.1,29.7,31.1,48215021404
5.6,9.0,12.7,13.6,33.0,43.2,12011060125
5.2,7.6,9.6,12.0,26.2,37.7,12011060116
4.1,8.0,8.8,13.4,27.5,39.4,12011060115
5.4,8.5,10.9,14.4,30.5,40.7,12011060117
8.8,7.8,13.8,10.6,27.4,36.9,12011060123
11.0,6.4,13.1,7.6,20.3,27.2,12011040504
4.7,7.5,8.9,12.4,25.6,36.7,12011060118
12.0,6.2,13.9,7.8,21.2,27.9,12011040503
6.3,6.6,10.8,8.7,25.6,28.9,48215021202
8.6,9.4,14.8,15.0,32.6,41.8,12011060124
4.2,6.8,9.3,9.4,27.2,30.8,48215020402
7.6,7.5,14.2,11.2,31.6,31.6,48215021403
7.2,6.7,9.7,9.5,22.0,30.8,12011040402
7.9,6.6,10.6,9.0,21.7,30.4,12011040401
6.6,7.9,14.6,13.0,33.8,33.1,48215020504
6.1,8.2,12.0,13.1,31.8,33.1,48215020102
7.3,7.9,12.6,14.0,30.1,38.0,12011050207
6.1,8.1,11.9,11.2,28.2,39.6,12011060126
6.4,8.2,12.1,13.8,28.6,39.3,12011060113
5.0,8.1,10.3,12.3,28.1,39.3,12011060114
3.4,8.4,8.9,14.8,31.9,36.6,48215020504
7.8,7.8,11.4,13.4,26.6,35.9,12011040300
6.9,8.5,15.2,15.0,36.1,34.7,48215021401
6.9,7.1,12.8,9.6,27.2,29.7,48215021201
5.6,9.0,11.7,18.2,36.0,45.1,12011050208
7.8,7.0,10.8,10.6,23.8,32.5,12011040203
9.5,9.0,19.3,15.6,36.9,35.0,48215021500
10.4,9.3,21.1,16.6,38.9,35.6,48215020600
10.9,9.2,21.3,16.3,38.4,35.2,48215021100
6.0,7.0,8.8,10.5,23.1,33.1,12011040205
9.0,8.3,16.6,13.5,33.9,33.1,48215020501
9.1,8.9,19.0,15.9,38.0,35.4,48215021600
6.6,6.7,8.9,9.5,21.1,31.0,12011040204
11.6,7.5,15.7,9.8,28.3,28.6,48215020404
5.5,7.4,9.2,12.0,25.3,35.5,12011050204
6.3,7.5,11.3,15.8,31.4,39.3,12011050100
10.0,8.8,19.1,14.8,36.0,34.0,48215020403
7.2,6.9,9.9,10.1,22.7,32.0,12011040206
8.8,9.2,17.4,16.9,37.8,35.7,48215020101
10.1,9.2,18.8,16.1,37.1,35.0,48215021000
5.6,7.5,8.2,11.7,24.4,35.9,12011050204
9.1,8.7,18.7,15.4,37.0,34.8,48215020723
8.9,7.1,11.3,10.5,23.4,33.2,12011050206
5.3,7.1,11.2,10.3,28.8,31.4,48215020724
7.5,7.5,10.9,12.2,25.7,34.3,12011030902
6.1,8.0,10.0,14.1,27.8,37.7,12011030903
10.6,8.8,15.1,16.4,32.1,40.6,12011030801
7.2,7.4,10.4,11.7,24.7,33.8,12011030904
7.0,8.0,14.6,13.0,33.3,33.4,48215020205
5.0,7.3,10.6,10.9,29.0,31.7,48215020903
10.3,7.1,13.3,11.2,24.9,33.3,12011030802
10.6,6.2,13.0,8.1,21.2,28.9,12011050205
11.3,6.6,13.4,8.8,21.8,29.3,12011031202
5.7,7.8,12.1,12.8,32.7,33.6,48215021702
4.1,6.9,8.8,9.4,27.0,30.5,48215020301
7.4,8.1,15.9,13.0,33.7,33.2,48215020725
5.4,7.7,11.1,12.5,31.5,33.2,48215021701
4.8,6.9,10.0,9.6,27.9,30.4,48215020302
7.7,7.8,11.3,13.4,27.2,36.2,12011031002
6.1,8.1,12.6,13.4,33.2,33.7,48215020726
7.2,8.3,14.2,13.3,33.3,33.0,48215020802
5.9,7.5,11.7,10.9,29.9,31.2,48215020904
4.9,9.0,12.0,16.3,35.4,36.2,48215020202
5.2,7.5,9.3,12.0,25.6,35.6,12011020317
7.6,8.3,12.1,15.1,29.7,38.6,12011031001
4.5,7.1,7.8,10.7,22.8,33.5,12011020321
4.6,7.2,8.1,10.7,22.7,33.7,12011020322
6.8,8.6,13.4,14.5,33.8,34.4,48215020204
8.5,12.2,20.6,21.7,43.9,50.0,12011030402
11.1,6.5,13.0,8.1,20.8,28.0,12011031203
11.5,7.0,14.2,9.9,23.8,30.6,12011031204
4.3,7.4,8.6,12.2,25.6,36.7,12011020316
5.1,7.7,11.5,12.6,31.2,34.0,48215020721
7.6,7.4,10.8,11.7,24.9,33.7,12011031102
4.5,7.0,8.3,10.6,23.3,34.9,12011020318
4.4,7.5,10.0,11.6,30.5,32.3,48215024106
4.6,6.5,9.3,8.0,25.0,28.6,48215020901
5.4,7.5,10.5,11.5,29.9,31.9,48215020804
7.2,9.1,13.1,16.4,32.9,41.6,12011030202
4.9,7.4,9.0,11.9,25.4,35.8,12011020320
9.1,9.1,17.9,16.2,37.4,35.6,48215024109
5.3,7.5,9.2,12.0,25.3,35.4,12011020319
5.3,7.6,9.1,12.0,25.0,35.7,12011020315
6.0,9.3,12.8,16.7,34.9,45.3,12011030600
8.8,10.4,20.3,15.9,39.2,46.5,12011030401
4.0,8.7,10.0,15.9,34.5,36.1,48215024110
5.9,9.8,13.7,18.7,36.7,45.2,12011030500
8.0,7.2,10.8,10.7,23.4,32.2,12011031101
9.0,6.8,11.4,9.2,21.8,29.9,12011031205
4.7,7.4,10.8,11.7,31.4,33.1,48215020701
4.5,7.1,10.1,10.1,29.0,31.2,48215020803
10.3,9.9,18.3,17.0,36.1,43.3,12011030302
6.1,7.9,10.4,13.5,27.7,38.2,12011020324
4.5,8.0,10.3,13.3,32.7,33.9,48215023801
7.4,8.3,12.9,14.1,28.0,37.5,12011020314
5.7,8.5,10.9,14.9,29.2,38.9,12011020313
4.3,7.5,8.5,12.2,25.3,37.2,12011020312
4.7,7.9,9.8,14.0,28.1,39.0,12011020323
7.7,8.7,13.6,16.0,32.1,40.2,12011030201
6.6,8.7,11.5,16.7,30.8,40.1,12011030203
5.1,9.2,10.9,18.0,33.8,43.8,12011030301
4.0,7.4,9.7,11.6,30.1,33.1,48215024106
4.0,6.6,9.0,8.9,26.3,30.1,48215023902
2.6,7.4,5.6,12.4,23.9,37.9,12011020205
5.1,8.7,11.1,14.9,31.1,41.6,12011020308
5.4,7.8,10.1,13.3,27.9,38.3,12011020302
5.8,7.7,10.1,12.7,26.6,36.9,12011020311
4.1,7.4,7.8,11.8,24.8,36.5,12011020309
5.3,7.6,9.5,12.1,25.9,37.1,12011020325
4.4,8.4,9.6,14.3,29.0,40.6,12011020326
4.0,6.9,8.8,9.4,26.9,30.7,48215023510
5.2,7.1,11.0,10.4,29.4,31.4,48215023802
5.5,8.1,9.3,14.7,28.1,38.9,12011010405
12.2,9.1,23.0,14.0,36.9,33.1,48215024105
3.8,6.9,9.0,10.0,28.5,31.9,48215023509
5.9,8.2,10.9,15.2,29.5,39.6,12011010800
8.1,9.6,16.0,16.2,35.5,43.5,12011010702
8.6,9.8,14.7,17.7,33.2,42.2,12011010701
4.2,6.7,7.5,9.6,21.5,33.2,12011010605
4.2,7.0,7.7,10.5,22.9,34.3,12011010604
4.3,7.2,8.2,11.2,23.4,35.8,12011010611
4.7,7.3,8.6,11.5,24.0,35.5,12011010603
3.6,6.8,7.2,10.3,22.4,35.0,12011010612
7.1,8.0,14.8,13.0,33.9,33.0,48215023903
8.4,8.8,17.8,15.7,37.6,35.3,48215023700
4.7,7.4,8.1,12.0,24.8,35.6,12011010406
7.9,7.3,10.6,11.4,24.0,33.8,12011010407
3.4,6.9,8.5,10.5,28.2,31.9,48215023904
6.1,7.3,9.0,11.0,23.4,33.4,12011010102
7.3,10.2,17.1,16.5,37.5,45.7,12011010304
4.3,6.8,7.4,9.5,21.7,32.5,12011010601
6.8,7.9,10.4,13.6,26.6,36.7,12011010200
6.9,8.8,11.6,16.0,29.8,39.6,12011010305
18.0,6.9,19.7,8.6,22.0,27.4,12011010403
14.1,7.8,17.6,12.1,26.3,33.2,12011010402
7.5,9.3,15.1,14.6,33.2,42.3,12011010306
7.6,6.9,10.5,10.3,23.5,32.1,12011010103
8.7,7.0,11.1,10.3,22.9,31.3,12011010104
7.5,8.3,15.5,14.0,34.6,33.8,48215023600
3.8,7.9,9.3,12.9,31.1,33.7,48215023504
3.1,7.8,7.6,13.4,29.4,32.8,48215024000
5.7,7.6,9.5,12.9,26.1,36.4,12011010401
8.7,7.0,10.7,10.4,22.0,31.6,12011010308
7.9,10.1,16.6,17.7,36.7,44.6,12011010307
7.7,6.7,10.3,9.1,19.9,32.7,12099007616
11.2,6.3,12.9,7.8,19.0,30.2,12099007420
8.8,6.9,11.2,10.0,21.4,34.4,12099007504
4.9,8.3,9.7,13.5,32.1,34.5,48215023504
5.3,6.8,8.1,9.6,20.2,34.2,12099007605
6.7,7.5,10.4,12.1,23.7,37.4,12099007615
6.5,7.0,9.5,10.9,22.5,36.0,12099007604
11.1,5.7,12.1,6.0,16.3,27.0,12099007418
8.1,6.6,9.9,9.0,19.3,32.2,12099007505
6.4,8.8,14.5,15.8,36.2,35.5,48215023513
5.9,6.8,8.6,9.8,20.2,34.6,12099007603
6.5,6.9,9.7,10.1,21.4,34.9,12099007612
6.4,7.6,10.3,13.4,24.8,39.6,12099007203
7.5,7.2,10.7,10.7,22.4,35.9,12099007501
7.1,7.1,10.1,11.5,22.2,37.8,12099007602
7.4,6.6,9.2,9.6,19.0,33.6,12099007607
6.1,8.2,13.7,13.9,34.5,34.5,48215023503
6.0,6.9,8.9,9.7,20.8,33.9,12099007610
10.2,6.3,12.1,7.5,18.5,29.8,12099007416
5.9,6.5,8.7,8.6,19.6,32.9,12099007009
0.6,8.3,1.1,14.7,14.2,37.0,12099007100
6.6,7.3,9.9,11.9,23.2,37.9,12099007302
9.5,9.2,17.3,16.4,38.0,35.4,48215023511
5.3,7.0,7.9,10.8,20.1,35.5,12099007202
4.1,6.7,6.4,9.3,17.8,33.2,12099007008
5.9,6.7,8.9,9.4,20.5,34.0,12099007011
3.2,6.5,5.8,10.5,20.2,37.6,12099007002
6.6,6.8,9.3,8.9,19.7,32.6,12099007007
9.0,6.5,11.3,8.3,19.3,31.1,12099007006
6.6,6.9,9.6,10.1,21.5,35.7,12099007301
7.6,6.7,10.0,9.5,20.1,33.9,12099007201
4.4,7.2,9.5,14.6,36.7,39.6,48215023512
13.0,5.9,13.3,6.4,16.5,28.0,12099006603
6.5,6.8,9.2,9.5,20.6,34.4,12099006602
7.8,7.7,11.1,11.9,23.5,38.0,12099006300
14.7,5.9,15.0,6.1,16.9,26.5,12099005411
8.9,6.7,11.3,8.6,20.6,33.5,12099006008
10.1,7.5,13.0,11.3,23.1,36.7,12099006005
15.2,7.7,18.4,11.5,24.8,36.4,12099006203
18.0,7.0,19.4,8.7,20.6,30.4,12099006009
5.9,8.8,10.7,14.4,28.7,44.2,12099006007
10.3,7.2,12.9,10.8,22.4,35.1,12099006202
7.0,9.5,14.2,17.4,33.6,46.8,12099006201
6.6,8.1,10.4,12.9,25.1,40.9,12099006010
6.1,7.6,9.7,12.2,24.2,39.4,12099006012
8.5,9.7,17.1,16.0,34.3,47.0,12099006100
3.3,8.3,6.5,15.2,25.2,42.6,12099005812
18.6,7.5,21.5,10.2,24.2,32.7,12099005810
8.8,9.5,16.6,15.7,33.1,45.9,12099005702
10.8,7.7,13.5,11.9,27.6,31.6,12071010801
9.6,7.2,12.0,10.2,25.2,29.9,12071010803
7.3,7.1,10.4,10.3,25.5,31.0,12071010406
8.1,7.1,11.4,10.5,22.6,37.2,12099005811
4.4,7.6,7.8,12.6,23.7,39.8,12099005813
4.8,7.1,7.1,11.5,21.1,38.1,12099005808
11.2,9.4,19.0,16.0,34.1,45.5,12099005701
8.5,7.4,11.5,10.7,25.9,30.8,12071010407
11.2,8.1,14.7,13.8,30.5,33.7,12071010802
9.0,9.6,16.5,16.5,32.8,45.6,12099005601
6.4,7.8,10.6,12.8,25.0,40.0,12099005816
4.9,7.7,9.2,12.4,24.8,41.0,12099005817
9.8,7.5,12.6,11.3,26.7,31.3,12071010602
7.7,7.7,11.3,12.8,28.5,33.6,12071010411
12.6,7.2,14.9,10.2,26.2,29.5,12071010702
9.8,7.6,12.5,11.4,26.5,31.4,12071010502
8.0,7.8,11.4,12.8,28.2,33.5,12071010412
5.7,7.2,8.8,11.0,25.9,32.3,12071010410
9.6,7.5,12.6,11.8,27.1,32.3,12071010601
8.0,7.7,11.6,12.2,27.8,33.1,12071010501
9.6,7.0,12.1,9.7,24.9,29.7,12071010701
8.3,7.8,11.7,13.0,28.2,33.9,12071010405
6.3,7.7,10.1,13.2,28.9,34.5,12071010404
7.4,7.3,10.6,11.1,25.9,32.3,12071010303
5.6,7.5,9.0,12.2,27.8,33.6,12071010409
8.1,7.6,11.6,12.2,27.5,33.1,12071010304
4.8,7.6,8.4,13.2,28.6,35.1,12071010305
7.5,8.0,11.3,13.6,29.3,34.8,12071010306
8.8,8.3,13.5,14.6,31.5,35.0,12071010307
7.4,7.6,11.6,12.9,24.9,37.8,12099003600
5.4,7.7,9.3,13.6,29.4,35.5,12071010103
8.0,7.8,15.0,15.6,30.4,41.7,12099003700
7.4,8.3,12.0,14.6,31.1,36.1,12071010302
6.7,7.1,10.5,11.7,23.3,37.0,12099003400
5.0,7.9,8.8,14.1,29.3,35.9,12071010201
5.1,7.9,8.8,13.9,28.7,35.7,12071010203
8.7,8.1,16.3,16.1,31.0,42.2,12099003300
6.9,7.4,10.4,11.4,27.3,32.4,12071010105
5.0,7.3,8.7,12.9,25.0,39.6,12099002800
7.0,7.0,9.1,10.8,19.5,34.6,12099002700
5.8,6.5,8.1,9.9,20.0,35.2,12099002600
6.6,9.1,14.0,14.9,31.5,46.1,12099002005
5.2,7.5,8.5,12.6,27.8,34.7,12071010102
9.0,8.4,13.8,14.0,27.6,41.8,12099002006
5.1,7.7,8.3,13.2,28.3,35.1,12071010204
8.8,7.2,12.7,9.7,22.2,35.0,12099007837
7.3,10.5,17.4,17.2,36.9,50.8,12099002400
5.2,8.4,9.8,14.5,26.5,42.6,12099001917
4.1,7.4,7.1,11.5,22.6,39.2,12099001916
10.4,10.4,22.6,15.5,37.4,48.5,12099002100
6.6,8.4,12.6,14.3,30.0,43.3,12099002300
6.3,7.0,9.8,9.9,22.0,37.0,12099007836
8.6,11.0,20.2,18.4,39.4,51.6,12099002200
7.9,7.5,11.4,10.4,23.4,38.3,12099001802
7.3,6.9,10.4,9.6,20.8,35.3,12099001914
3.5,7.3,7.3,11.1,23.2,40.7,12099001915
4.4,8.2,10.0,13.4,27.7,45.1,12099001907
8.6,8.6,14.6,15.7,30.6,42.9,12099001700
7.7,9.6,17.3,15.4,34.5,47.6,12099001801
6.5,8.0,9.0,12.0,23.4,40.8,12099001908
5.1,8.3,10.5,13.4,27.8,43.6,12099001904
8.7,9.3,16.1,16.4,32.8,45.2,12099001600
6.1,11.0,13.8,18.9,36.9,51.4,12099001402
5.2,10.2,11.3,15.5,31.6,48.0,12099001002
8.9,6.7,11.9,8.4,20.5,32.2,12099007831
8.4,6.5,11.6,7.7,19.8,31.1,12099007909
5.8,8.1,10.2,13.1,31.3,38.4,12111382112
7.2,7.7,10.9,11.2,28.0,35.1,12111382006
5.5,8.3,10.2,13.7,32.4,39.5,12111382106
7.5,9.0,12.6,15.0,33.6,39.7,12111382113
5.7,7.2,9.0,9.9,26.7,34.0,12111382109
10.0,7.2,12.5,9.5,25.7,31.5,12111381900
6.0,8.0,10.0,12.4,29.7,37.3,12111382110
7.9,8.3,12.3,13.4,31.5,37.9,12111381804
10.1,8.3,13.8,13.6,31.1,36.6,12111382009
6.3,8.6,11.0,14.2,32.1,39.0,12111382111
7.3,8.5,11.9,14.0,32.0,38.6,12111382007
8.6,8.1,12.4,12.4,29.5,36.1,12111381803
8.0,8.3,12.3,13.6,31.6,37.5,12111382003
8.7,8.7,12.5,14.8,31.6,38.5,12111381802
8.9,8.4,12.7,13.5,30.8,37.2,12111382010
11.3,7.7,13.4,10.9,26.6,32.9,12111381603
6.9,8.2,11.1,13.0,30.4,37.6,12111382008
8.9,8.4,13.2,14.3,32.4,38.1,12111382002
6.7,8.2,10.6,12.8,29.8,37.5,12111381503
9.9,7.7,13.5,10.7,28.6,33.8,12111382108
8.8,8.7,14.0,13.7,33.0,38.0,12111381502
4.6,8.3,10.4,18.2,44.9,40.7,48479001817
4.9,9.6,12.9,17.6,44.0,38.2,48479001809
5.4,9.1,14.1,15.9,43.1,37.0,48479001807
5.9,9.8,15.2,17.4,44.2,37.6,48479001808
4.2,9.5,11.5,17.6,43.5,38.3,48479001806
