TractFIPS,no-obesity,sleep >7,no-asthma,no-mental-health-prob,commute,pollution,density,safety,lat,long
1073014204,71.1,66.8,92.1,89.3,30.19339434938321,27.0,34.31598333938008,39.60963107048751,33.33386289999999,-86.9127674
21067000900,67.8,58.7,86.3,79.4,17.19096005606167,30.0,50.06997127932212,56.027632705739634,38.0438658,-84.51345649999998
4013422102,67.9,62.3,89.0,84.9,26.04851889683351,9.0,54.379248581245186,54.48441319941053,33.4041299,-111.8657396
48201331400,49.1,52.1,85.1,76.9,43.0,34.0,48.26477607426392,43.52824457460122,29.65473140000001,-95.3611324
28049010808,56.9,58.7,90.5,87.3,27.59949087823504,46.0,36.653461405258554,42.554160016957425,32.282364799999996,-90.29912490000001
13121006900,69.2,59.1,90.6,85.6,32.241731809981964,18.0,44.45592611129,38.54352783265724,33.7183138,-84.3587699
48085030702,65.6,65.0,90.6,85.8,28.01630434782609,47.0,47.461366713436675,64.5467117575587,33.20361810000001,-96.6248928
36061003400,83.9,66.7,90.5,89.1,34.89770459081836,0.0,74.5652813859262,45.90785929127411,40.7290092,-73.9814618
27053026505,78.6,73.6,92.7,92.3,28.25757575757576,39.0,45.25067686226259,54.48922295010955,45.013073299999995,-93.4426819
6065045217,66.9,59.3,91.1,85.2,22.024768725753518,57.0,50.606037136576035,58.521572068610865,33.7289861,-116.24769209999998
45079010304,69.1,62.4,90.8,85.0,23.837216431637035,37.0,43.92746333724116,35.27582650136662,34.0793417,-81.14249090000001
42101021400,80.1,64.7,90.1,86.6,35.17259045789305,26.0,59.449873961022746,26.122462790448793,40.027929,-75.22408270000003
27053110000,67.8,64.6,90.4,87.2,31.43918918918919,15.0,55.10226737015755,54.48922295010955,44.93049960000001,-93.2710511
6065050300,75.6,61.7,92.1,89.3,45.411347517730505,43.0,43.81073421289112,58.521572068610865,33.5863884,-117.15201100000002
5131001101,68.5,68.2,90.4,85.7,17.874881065651763,58.0,41.344758557411666,46.731240280181964,35.36029770000001,-94.3855167
36047056000,79.4,64.7,89.9,89.1,52.37450462351387,6.0,68.24068313872215,46.05195484620812,40.6040855,-73.9514358
25027731001,74.4,61.9,89.2,87.5,25.05489614243324,44.0,39.67632008597272,53.68884954663109,42.2555775,-71.8630146
48439121703,62.4,59.8,89.8,83.6,27.874895397489553,34.0,53.32679948647362,54.2565242709574,32.7513919,-97.11526629999999
6073010011,77.2,64.1,91.9,87.3,32.245197740112985,19.0,55.862292611792256,56.07622815967629,32.5795147,-117.05477959999999
32003004602,65.4,55.9,90.1,81.6,26.738067520372525,46.0,46.709004785701126,43.947904707312745,36.2258874,-115.10315859999999
29510118600,70.0,64.8,89.3,85.1,19.84360465116279,7.0,46.22204973185605,1.5309654041464782,38.6318226,-90.2506578
49035100306,66.4,63.9,90.2,83.4,22.793637145313845,16.0,52.79863348565982,57.867320639872084,40.775133200000006,-111.94439840000001
36081040100,70.8,57.3,90.2,85.2,43.82384441939122,3.0,73.34835955996229,46.04632381032317,40.7514683,-73.8570959
48453001783,77.8,75.5,92.3,92.2,30.666187050359717,57.0,36.03285769002386,56.967315589080236,30.3329212,-97.8698378
37051003402,79.0,67.1,93.5,86.6,8.814711359404098,41.0,34.896713731720936,48.63680114652545,35.149896399999996,-79.036151
6037139401,77.7,66.7,92.0,89.6,35.17376775271512,15.0,53.08889938418426,53.158798934114984,34.1696955,-118.53758300000001
17031440201,53.5,55.4,87.1,85.4,46.864946889226104,25.0,62.67959749176913,47.33929612733445,41.7482101,-87.61007459999998
8005083100,78.2,68.4,91.6,89.6,34.023963913166064,47.0,52.04530930052979,58.78500289920599,39.6749193,-104.7628487
4013111100,75.1,67.2,90.9,89.9,21.815109343936378,10.0,47.047614643828474,54.48441319941053,33.486735499999995,-111.96733290000002
6037300901,82.0,68.0,92.9,91.6,31.015779092702175,9.0,43.82881952617956,53.158798934114984,34.1691959,-118.2102837
18097352700,59.4,59.2,87.4,81.9,23.54887218045113,28.0,45.58286939725568,28.681952513740146,39.7867578,-86.1255233
6037553400,72.4,63.8,92.0,87.5,37.75728813559322,3.0,57.88082809282156,53.158798934114984,33.9082352,-118.1471817
48439111532,72.0,66.4,91.3,89.9,33.85359869138495,45.0,47.49856245488583,54.2565242709574,32.6588933,-97.19758900000001
36081161700,79.9,62.9,91.2,90.6,39.91626267078008,9.0,59.04644487190532,46.04632381032317,40.7288095,-73.71758990000002
48355003101,64.4,66.4,91.2,87.8,26.033011869436198,73.0,43.87248087198667,46.57602718286929,27.626120699999998,-97.2707228
38017010106,69.5,71.3,90.3,87.8,18.66813251245969,69.0,46.501036821940744,58.86059911774905,46.8567634,-96.85176750000001
37071032507,70.9,66.1,91.8,88.3,27.51847365233192,50.0,39.29707146451212,55.83968635300738,35.2290136,-81.10646820000002
17031251400,56.2,56.8,87.3,85.8,42.36814276272307,17.0,58.64841618684963,47.33929612733445,41.8909574,-87.7701248
6037128802,79.4,67.8,92.5,90.8,36.85559427022841,10.0,56.5228020293698,53.158798934114984,34.168478799999995,-118.45525970000001
